,X,Y,Z
0,21.98410192306456,20.74477963684093,0.18661585344848675
1,21.618847577730435,31.465623120856623,-0.3578404996999254
2,20.65946259321985,8.168321598040194,-10.04432505792704
3,34.43431509927201,21.598546730037846,1.705735932279545
4,34.61549604018769,31.904715378438144,0.6640050040280769
5,33.31754518042761,12.20877796176001,5.960271159781158
6,46.52602400683852,21.69584952971208,5.373288565658839
7,45.227309725149375,31.1435195780219,4.8243703563433655
8,44.33175169675243,15.488080350564047,24.389292959997107
9,22.284936853070786,37.90094451895706,-0.2958708832237953
10,23.065638222026138,48.26676111054814,-3.3284038272543945
11,20.556595268186392,27.188811792743568,-0.05774465118672367
12,34.64462102733916,38.72115920133335,-0.31576875614438116
13,33.86596953581616,49.23123991772891,-0.31261964871649184
14,34.74155004663299,27.743254396912317,1.0243285773983857
15,47.496430469471335,38.456855841294434,-0.10623379798157373
16,48.121370416812596,49.092701595499335,1.4793967735841136
17,45.5086619600229,27.469636635381065,4.917392925391198
18,21.48497326447902,54.953943996014374,-3.0153733487880032
19,23.118258027989654,64.10248686143666,4.562031677504592
20,21.709377853056495,43.76140316616602,-3.3150354607384713
21,34.02124406797434,55.60898361490732,-0.3218773291908974
22,36.164063528353765,66.74142717290596,-0.7408551070996054
23,33.38530496846398,45.04126170403205,-0.23478531419620907
24,46.72753747043821,55.16753867127707,2.013286338144212
25,47.69884794755734,69.0425236887192,-10.204255016683874
26,47.862430577456735,45.105551941847516,1.188511560499009
